"file_name","problem_name","plan_length","num_ground_repair","str_ground_repair","run_time","error","results_exists","result_depth","result_repair_set","result_g_cost","result_h_cost","result_f_cost","num_neighbours","iteration_min","iteration_max","iteration_median","iteration_avg","iteration_sum","depth_min","depth_max","depth_median","depth_avg","depth_sum","branching_factor_min","branching_factor_max","branching_factor_median","branching_factor_avg","branching_factor_sum","fringe_size_min","fringe_size_max","fringe_size_median","fringe_size_avg","fringe_size_sum","h_cost_min","h_cost_max","h_cost_median","h_cost_avg","h_cost_sum","g_cost_min","g_cost_max","g_cost_median","g_cost_avg","g_cost_sum","f_cost_min","f_cost_max","f_cost_median","f_cost_avg","f_cost_sum","num_neighbours_min","num_neighbours_max","num_neighbours_median","num_neighbours_avg","num_neighbours_sum"
"dfs_length_8_rovers_pp04-err-rate-0-3.yaml","rovers/pp04-err-rate-0-3",8,1,"calibrate,(calibrated ?i ?r),effPos,1","0.0 hours = 0.1 minutes = 6.16 seconds","",True,8,"navigate,(at ?x ?y),precPos,-1
calibrate,(calibrated ?i ?r),effPos,1",2,0,2,0,1,58,29.5,29.5,1711,0,8,3.0,3.603448275862069,209,0,13,0.0,1.2413793103448276,72,1,1,1.0,1,58,0,0,0.0,0,0,0,2,2.0,1.8620689655172413,108,0,2,2.0,1.8620689655172413,108,0,13,0.0,1.2413793103448276,72
"dfs_length_12_blocks_pprobBLOCKS-5-0-err-rate-0-5.yaml","blocks/pprobBLOCKS-5-0-err-rate-0-5",12,2,"unstack,(clear ?y),effPos,1
pick-up,(holding ?x),effPos,1","0.0 hours = 1.0 minutes = 60.97 seconds","",True,12,"put-down,(holding ?x),precPos,-1
unstack,(holding ?y),effPos,1
stack,(clear ?y),precPos,-1",3,0,3,0,1,551,276,276,152076,0,12,10,9.11978221415608,5025,0,25,0,1.0635208711433757,586,1,1,1,1,551,0,0,0,0,0,0,3,3,2.437386569872958,1343,0,3,3,2.437386569872958,1343,0,25,0,1.0635208711433757,586
"dfs_length_7_ged-opt14-strips_pd-2-4-err-rate-0-1.yaml","ged-opt14-strips/pd-2-4-err-rate-0-1",7,1,"begin-cut,(duplicate ?x ?x),effPos,1","0.0 hours = 0.0 minutes = 1.13 seconds","",True,7,"begin-cut,(duplicate ?x ?x),effPos,1
end-cut-1,(cw ?x ?y),effPos,1
end-splice-1,(inverted ?y),effPos,1
end-cut-2,(cw ?y ?x),effPos,1
begin-transpose-splice,(cw ?y ?x),effPos,1
begin-transpose-splice,(normal ?y),effPos,1",6,0,6,0,1,10,5.5,5.5,55,0,7,4.5,3.9,39,0,4,1.0,1.6,16,1,1,1.0,1,10,0,0,0.0,0,0,0,6,1.0,1.1,11,0,6,1.0,1.1,11,0,4,1.0,1.6,16
"dfs_length_11_gripper_pprob01-err-rate-0-1.yaml","gripper/pprob01-err-rate-0-1",11,1,"move,(at-robby ?to),effPos,1","0.0 hours = 0.1 minutes = 4.38 seconds","",True,11,"move,(at-robby ?to),effPos,1",1,0,1,0,1,45,23,23,1035,0,11,9,8.088888888888889,364,0,8,1,1.3777777777777778,62,1,1,1,1,45,0,0,0,0,0,0,1,1,0.9111111111111111,41,0,1,1,0.9111111111111111,41,0,8,1,1.3777777777777778,62
"dfs_length_8_ged-opt14-strips_pd-2-3-err-rate-0-3.yaml","ged-opt14-strips/pd-2-3-err-rate-0-3",8,2,"end-splice-1,(splicing ),precPos,-1
invert-single-gene-a,(have-cut ),effPos,1","0.0 hours = 0.1 minutes = 3.74 seconds","",True,8,"end-splice-1,(cw ?x ?y),effPos,1
begin-transpose-splice,(not (cw ?x ?y)),effNeg,-1
invert-single-gene-a,(have-cut ),effPos,1
end-cut-1,(cw ?y ?x),effPos,1
end-splice-1,(splicing ),precPos,-1",5,0,5,0,1,31,16,16,496,0,8,6,5.290322580645161,164,0,5,1,1.3548387096774193,42,1,1,1,1,31,0,0,0,0,0,0,5,1,1.032258064516129,32,0,5,1,1.032258064516129,32,0,5,1,1.3548387096774193,42
"dfs_length_8_ged-opt14-strips_pd-3-2-err-rate-0-5.yaml","ged-opt14-strips/pd-3-2-err-rate-0-5",8,2,"end-splice-1,(swappable ?y ?x),precPos,-1
begin-cut,(s-first ?y),precPos,-1","0.0 hours = 0.1 minutes = 3.04 seconds","",True,8,"end-splice-1,(swappable ?y ?x),precPos,-1
begin-cut,(s-first ?y),precPos,-1",2,0,2,0,1,24,12.5,12.5,300,0,8,6.0,5.25,126,0,5,1.0,1.4166666666666667,34,1,1,1.0,1,24,0,0,0.0,0,0,0,2,1.0,1.2083333333333333,29,0,2,1.0,1.2083333333333333,29,0,5,1.0,1.4166666666666667,34
"dfs_length_7_pegsol-08-strips_pp01-err-rate-0-3.yaml","pegsol-08-strips/pp01-err-rate-0-3",7,1,"jump-new-move,(move-ended ),precPos,-1","0.1 hours = 7.4 minutes = 442.47 seconds","",False,"","","","","",0,1,3917,1959,1959,7673403,0,4,4,3.249936175644626,12730,0,33,0,0.999744702578504,3916,1,1,1,1,3917,0,0,0,0,0,0,5,4,3.3903497574674497,13280,0,5,4,3.3903497574674497,13280,0,33,0,0.999744702578504,3916
"dfs_length_7_miconic_ps2-3-err-rate-0-3.yaml","miconic/ps2-3-err-rate-0-3",7,1,"board,(boarded ?p),effPos,1","0.0 hours = 0.0 minutes = 1.18 seconds","",True,7,"up,(lift-at ?f1),precPos,-1
depart,(boarded ?p),precPos,-1",2,0,2,0,1,11,6,6,66,0,7,3,3,33,0,6,1,2.090909090909091,23,1,1,1,1,11,0,0,0,0,0,0,2,1,1.0909090909090908,12,0,2,1,1.0909090909090908,12,0,6,1,2.090909090909091,23
"dfs_length_10_blocks_pprobBLOCKS-4-1-err-rate-0-5.yaml","blocks/pprobBLOCKS-4-1-err-rate-0-5",10,2,"unstack,(clear ?y),effPos,1
stack,(holding ?x),precPos,-1","0.0 hours = 0.1 minutes = 3.32 seconds","",True,10,"stack,(on ?y ?x),effPos,1
unstack,(on ?x ?y),effPos,1
unstack,(clear ?x),effPos,1
unstack,(holding ?y),effPos,1",4,0,4,0,1,37,19,19,703,0,10,8,6.756756756756757,250,0,16,1,1.6756756756756757,62,1,1,1,1,37,0,0,0,0,0,0,4,2,1.7297297297297298,64,0,4,2,1.7297297297297298,64,0,16,1,1.6756756756756757,62
"dfs_length_4_mystery_pprob29-err-rate-0-3.yaml","mystery/pprob29-err-rate-0-3",4,1,"overcome,(fears ?v ?c),precPos,-1","","",False,"","","","","",0,1,6707,3354,3354,22495278,0,3,3,2.993290591918891,20076,0,168,0,1.028775905770091,6900,1,1,1,1,6707,0,0,0,0,0,0,4,4,3.9991054122558523,26822,0,4,4,3.9991054122558523,26822,0,168,0,1.028775905770091,6900
"dfs_length_11_miconic_ps3-4-err-rate-0-3.yaml","miconic/ps3-4-err-rate-0-3",11,2,"down,(lift-at ?f2),effPos,1
up,(lift-at ?f2),effPos,1","0.0 hours = 0.1 minutes = 5.78 seconds","",True,11,"board,(lift-at ?f),precPos,-1
up,(lift-at ?f1),effPos,1
up,(lift-at ?f2),effPos,1",3,0,3,0,1,55,28,28,1540,0,11,8,7.818181818181818,430,0,15,0,1.4545454545454546,80,1,1,1,1,55,0,0,0,0,0,0,3,3,2.7818181818181817,153,0,3,3,2.7818181818181817,153,0,15,0,1.4545454545454546,80
"dfs_length_11_mprime_pprob12-err-rate-0-3.yaml","mprime/pprob12-err-rate-0-3",11,1,"feast,(locale ?n1 ?l1),effPos,1","","",False,"","","","","",0,1,6084,3042.5,3042.5,18510570,0,10,10.0,9.904010519395134,60256,0,420,0.0,1.111275476660092,6761,1,1,1.0,1,6084,0,0,0.0,0,0,0,3,3.0,2.997863247863248,18239,0,3,3.0,2.997863247863248,18239,0,420,0.0,1.111275476660092,6761
"dfs_length_7_ged-opt14-strips_pd-2-4-err-rate-0-3.yaml","ged-opt14-strips/pd-2-4-err-rate-0-3",7,1,"end-cut-2,(cw ?x ?y),effPos,1","0.0 hours = 0.0 minutes = 0.86 seconds","",True,7,"begin-transpose-splice,(normal ?y),effPos,1
begin-transpose-splice,(cw ?y ?x),effPos,1
end-cut-2,(cw ?y ?x),effPos,1
end-cut-1,(cw ?x ?y),effPos,1
end-splice-1,(inverted ?y),effPos,1",5,0,5,0,1,8,4.5,4.5,36,0,7,3.5,3.5,28,0,4,1.0,1.75,14,1,1,1.0,1,8,0,0,0.0,0,0,0,5,0.0,0.625,5,0,5,0.0,0.625,5,0,4,1.0,1.75,14
"dfs_length_11_miconic_ps3-4-err-rate-0-1.yaml","miconic/ps3-4-err-rate-0-1",11,1,"depart,(served ?p),effPos,1","0.0 hours = 1.3 minutes = 75.39 seconds","",True,11,"up,(lift-at ?f1),precPos,-1
depart,(boarded ?p),precPos,-1
up,(lift-at ?f1),effPos,1
depart,(served ?p),effPos,1",4,0,4,0,1,657,329,329,216153,0,11,10,9.5220700152207,6256,0,15,0,1.0761035007610351,707,1,1,1,1,657,0,0,0,0,0,0,4,2,1.6575342465753424,1089,0,4,2,1.6575342465753424,1089,0,15,0,1.0761035007610351,707
"dfs_length_1_visitall-opt11-strips_pproblem02-half-err-rate-0-3.yaml","visitall-opt11-strips/pproblem02-half-err-rate-0-3",1,1,"move,(visited ?nextpos),effPos,1","0.0 hours = 0.0 minutes = 0.10 seconds","",True,1,"move,(visited ?curpos),effPos,1
move,(at-robot ?curpos),precPos,-1",2,0,2,0,1,2,1.5,1.5,3,0,1,0.5,0.5,1,0,4,2.0,2,4,1,1,1.0,1,2,0,0,0.0,0,0,0,2,1.0,1,2,0,2,1.0,1,2,0,4,2.0,2,4
"dfs_length_1_ged-opt14-strips_pd-1-2-err-rate-0-5.yaml","ged-opt14-strips/pd-1-2-err-rate-0-5",1,1,"invert-single-gene-a,(inverted ?x),effPos,1","0.0 hours = 0.0 minutes = 0.15 seconds","",True,1,"invert-single-gene-a,(inverted ?x),effPos,1",1,0,1,0,1,2,1.5,1.5,3,0,1,0.5,0.5,1,0,1,0.5,0.5,1,1,1,1.0,1,2,0,0,0.0,0,0,0,1,0.5,0.5,1,0,1,0.5,0.5,1,0,1,0.5,0.5,1
"dfs_length_3_visitall-opt11-strips_pproblem02-full-err-rate-0-5.yaml","visitall-opt11-strips/pproblem02-full-err-rate-0-5",3,1,"move,(visited ?nextpos),effPos,1","0.0 hours = 0.0 minutes = 0.28 seconds","",True,3,"move,(visited ?nextpos),effPos,1
move,(visited ?curpos),effPos,1
move,(at-robot ?curpos),precPos,-1",3,0,3,0,1,4,2.5,2.5,10,0,3,1.5,1.5,6,0,8,5.0,4.5,18,1,1,1.0,1,4,0,0,0.0,0,0,0,3,1.0,1.25,5,0,3,1.0,1.25,5,0,8,5.0,4.5,18
"dfs_length_7_driverlog_pp01-err-rate-0-1.yaml","driverlog/pp01-err-rate-0-1",7,1,"walk,(in ?loc-to ?loc-to),effPos,1","0.0 hours = 0.1 minutes = 5.01 seconds","",True,7,"drive-truck,(at ?truck ?loc-from),precPos,-1
walk,(at ?driver ?loc-from),precPos,-1
drive-truck,(at ?driver ?loc-to),effPos,1
drive-truck,(in ?loc-to ?loc-to),precPos,-1",4,0,4,0,1,44,22.5,22.5,990,0,7,5.0,4.795454545454546,211,0,16,0.0,2.1363636363636362,94,1,1,1.0,1,44,0,0,0.0,0,0,0,4,1.0,1.7727272727272727,78,0,4,1.0,1.7727272727272727,78,0,16,0.0,2.1363636363636362,94
"dfs_length_13_ged-opt14-strips_pd-7-6-err-rate-0-5.yaml","ged-opt14-strips/pd-7-6-err-rate-0-5",13,1,"reset-1,(idle ),effPos,1","0.0 hours = 2.5 minutes = 149.93 seconds","",True,13,"reset-1,(idle ),effPos,1",1,0,1,0,1,1217,609,609,741153,0,13,11,10.886606409202958,13249,0,6,1,1.0041084634346755,1222,1,1,1,1,1217,0,0,0,0,0,0,1,1,0.9646672144617913,1174,0,1,1,0.9646672144617913,1174,0,6,1,1.0041084634346755,1222
"dfs_length_8_tpp_pp02-err-rate-0-3.yaml","tpp/pp02-err-rate-0-3",8,1,"buy,(next ?l2 ?l3),effPos,1","0.0 hours = 0.1 minutes = 7.33 seconds","",True,8,"load,(loaded ?g ?t ?l3),precPos,-1
drive,(at ?t ?from),effPos,1
unload,(loaded ?g ?t ?l2),precPos,-1
unload,(stored ?g ?l3),precPos,-1
buy,(next ?l1 ?l2),effPos,1
buy,(not (ready-to-load ?g ?m ?l3)),effNeg,-1
buy,(stored ?g ?l1),effPos,1
unload,(not (stored ?g ?l3)),effNeg,-1
buy,(next ?l4 ?l4),effPos,1",9,0,9,0,1,63,32,32,2016,0,8,7,5.936507936507937,374,0,32,0,2.1746031746031744,137,1,1,1,1,63,0,0,0,0,0,0,9,5,5.095238095238095,321,0,9,5,5.095238095238095,321,0,32,0,2.1746031746031744,137
"dfs_length_4_miconic_ps1-2-err-rate-0-3.yaml","miconic/ps1-2-err-rate-0-3",4,2,"depart,(served ?p),effPos,1
depart,(lift-at ?f),precPos,-1","0.0 hours = 0.0 minutes = 0.35 seconds","",True,4,"depart,(served ?p),effPos,1
depart,(lift-at ?f),precPos,-1",2,0,2,0,1,5,3,3,15,0,4,2,2,10,0,1,1,0.8,4,1,1,1,1,5,0,0,0,0,0,0,2,0,0.4,2,0,2,0,0.4,2,0,1,1,0.8,4
"dfs_length_7_mystery_pprob11-err-rate-0-5.yaml","mystery/pprob11-err-rate-0-5",7,1,"succumb,(craves ?c ?n),effPos,1","0.0 hours = 0.2 minutes = 10.99 seconds","",True,7,"feast,(craves ?v ?n1),precPos,-1
overcome,(harmony ?v ?s2),precPos,-1
succumb,(craves ?c ?n),effPos,1
succumb,(harmony ?v ?s1),precPos,-1",4,0,4,0,1,94,47.5,47.5,4465,0,7,6.0,5.702127659574468,536,0,18,0.0,1.4893617021276595,140,1,1,1.0,1,94,0,0,0.0,0,0,0,4,2.0,1.9893617021276595,187,0,4,2.0,1.9893617021276595,187,0,18,0.0,1.4893617021276595,140
"dfs_length_11_tpp_pp03-err-rate-0-1.yaml","tpp/pp03-err-rate-0-1",11,1,"load,(loaded ?g ?t ?l2),effPos,1","0.0 hours = 0.0 minutes = 1.26 seconds","",True,11,"load,(loaded ?g ?t ?l2),effPos,1
drive,(at ?t ?from),effPos,1",2,0,2,0,1,13,7,7,91,0,11,5,5.153846153846154,67,0,3,1,1.4615384615384615,19,1,1,1,1,13,0,0,0,0,0,0,2,0,0.6153846153846154,8,0,2,0,0.6153846153846154,8,0,3,1,1.4615384615384615,19
"dfs_length_12_rovers_pp03-err-rate-0-3.yaml","rovers/pp03-err-rate-0-3",12,1,"sample_soil,(full ?s),precPos,-1","","",False,"","","","","",0,1,7420,3710.5,3710.5,27531910,0,11,11.0,10.243126684636119,76004,0,10,0.0,1.0036388140161725,7447,1,1,1.0,1,7420,0,0,0.0,0,0,0,2,2.0,1.9195417789757412,14243,0,2,2.0,1.9195417789757412,14243,0,10,0.0,1.0036388140161725,7447
"dfs_length_12_visitall-opt11-strips_pproblem03-full-err-rate-0-1.yaml","visitall-opt11-strips/pproblem03-full-err-rate-0-1",12,1,"move,(at-robot ?curpos),precPos,-1","","",False,"","","","","",4,1,8978,4489.5,4489.5,40306731,0,11,11.0,10.651370015593674,95628,0,24,0.0,1.0037870349743818,9012,1,1,1.0,1,8978,0,0,0.0,0,0,0,1,1.0,0.9997772332368011,8976,0,1,1.0,0.9997772332368011,8976,0,24,0.0,1.0037870349743818,9012
"dfs_length_8_rovers_pp04-err-rate-0-5.yaml","rovers/pp04-err-rate-0-5",8,3,"take_image,(calibrated ?i ?r),precPos,-1
communicate_image_data,(have_image ?r ?o ?m),precPos,-1
navigate,(have_rock_analysis ?x ?z),effPos,1","0.0 hours = 0.8 minutes = 45.07 seconds","",True,8,"communicate_rock_data,(communicated_rock_data ?x),effPos,1
take_image,(calibrated ?i ?r),precPos,-1
navigate,(at ?x ?y),precPos,-1
communicate_image_data,(have_image ?r ?o ?m),precPos,-1
communicate_rock_data,(have_rock_analysis ?r ?p),precPos,-1",5,0,5,0,1,408,204.5,204.5,83436,0,8,4.0,4.622549019607843,1886,0,18,0.0,1.0808823529411764,441,1,1,1.0,1,408,0,0,0.0,0,0,0,5,3.0,3.1813725490196076,1298,0,5,3.0,3.1813725490196076,1298,0,18,0.0,1.0808823529411764,441
"dfs_length_5_mystery_pprob01-err-rate-0-3.yaml","mystery/pprob01-err-rate-0-3",5,1,"succumb,(craves ?c ?n),effPos,1","0.0 hours = 0.0 minutes = 0.95 seconds","",True,5,"succumb,(craves ?c ?n),effPos,1
feast,(locale ?n1 ?l2),precPos,-1
overcome,(harmony ?v ?s2),precPos,-1
feast,(craves ?v ?n1),precPos,-1
succumb,(harmony ?v ?s1),precPos,-1",5,0,5,0,1,6,3.5,3.5,21,0,5,2.5,2.5,15,0,43,21.5,22,132,1,1,1.0,1,6,0,0,0.0,0,0,0,5,3.0,2.5,15,0,5,3.0,2.5,15,0,43,21.5,22,132
"dfs_length_13_miconic_ps3-0-err-rate-0-1.yaml","miconic/ps3-0-err-rate-0-1",13,1,"up,(lift-at ?f2),effPos,1","0.0 hours = 0.7 minutes = 44.54 seconds","",True,13,"down,(lift-at ?f1),precPos,-1
up,(lift-at ?f2),effPos,1
depart,(lift-at ?f),precPos,-1",3,0,3,0,1,444,222.5,222.5,98790,0,13,12.0,8.914414414414415,3958,0,15,0.0,1.1036036036036037,490,1,1,1.0,1,444,0,0,0.0,0,0,0,3,3.0,2.619369369369369,1163,0,3,3.0,2.619369369369369,1163,0,15,0.0,1.1036036036036037,490
"dfs_length_10_rovers_pp01-err-rate-0-1.yaml","rovers/pp01-err-rate-0-1",10,1,"navigate,(have_soil_analysis ?x ?z),effPos,1","0.0 hours = 0.0 minutes = 1.66 seconds","",True,10,"navigate,(communicated_soil_data ?y),effPos,1
navigate,(at ?x ?y),precPos,-1
communicate_rock_data,(have_soil_analysis ?r ?y),effPos,1",3,0,3,0,1,14,7.5,7.5,105,0,10,6.0,5.428571428571429,76,0,6,1.0,1.7857142857142858,25,1,1,1.0,1,14,0,0,0.0,0,0,0,3,1.0,0.8571428571428571,12,0,3,1.0,0.8571428571428571,12,0,6,1.0,1.7857142857142858,25
"dfs_length_5_transport-opt08-strips_pp01-err-rate-0-3.yaml","transport-opt08-strips/pp01-err-rate-0-3",5,1,"drop,(in ?p ?v),precPos,-1","0.1 hours = 4.3 minutes = 259.60 seconds","",False,"","","","","",0,1,2447,1224,1224,2995128,0,4,4,3.8659583163056803,9460,0,12,0,0.9995913363302003,2446,1,1,1,1,2447,0,0,0,0,0,0,4,3,2.7952595014303228,6840,0,4,3,2.7952595014303228,6840,0,12,0,0.9995913363302003,2446
"dfs_length_9_mystery_pprob28-err-rate-0-3.yaml","mystery/pprob28-err-rate-0-3",9,1,"succumb,(fears ?c ?v),precPos,-1","","",False,"","","","","",0,1,7938,3969.5,3969.5,31509891,0,8,8.0,7.953010833963215,63131,0,54,0.0,1.0317460317460319,8190,1,1,1.0,1,7938,0,0,0.0,0,0,0,4,4.0,3.9618291761148905,31449,0,4,4.0,3.9618291761148905,31449,0,54,0.0,1.0317460317460319,8190
"dfs_length_5_mprime_pprob31-err-rate-0-5.yaml","mprime/pprob31-err-rate-0-5",5,1,"succumb,(fears ?c ?v),precPos,-1","0.0 hours = 0.2 minutes = 9.90 seconds","",True,5,"succumb,(fears ?c ?v),precPos,-1
feast,(craves ?v ?n1),precPos,-1
overcome,(harmony ?v ?s2),effPos,1
overcome,(harmony ?v ?s2),precPos,-1
feast,(locale ?n1 ?l2),precPos,-1",5,0,5,0,1,15,8,8,120,0,5,4,3.4,51,0,110,0,22.333333333333332,335,1,1,1,1,15,0,0,0,0,0,0,5,3,2.8666666666666667,43,0,5,3,2.8666666666666667,43,0,110,0,22.333333333333332,335
"dfs_length_10_rovers_pp01-err-rate-0-3.yaml","rovers/pp01-err-rate-0-3",10,1,"calibrate,(calibrated ?i ?r),effPos,1","0.0 hours = 0.0 minutes = 1.40 seconds","",True,10,"navigate,(communicated_soil_data ?y),effPos,1
calibrate,(calibrated ?i ?r),effPos,1
navigate,(at ?x ?y),precPos,-1",3,0,3,0,1,14,7.5,7.5,105,0,10,6.0,5.428571428571429,76,0,6,1.0,1.7857142857142858,25,1,1,1.0,1,14,0,0,0.0,0,0,0,3,2.0,1.5714285714285714,22,0,3,2.0,1.5714285714285714,22,0,6,1.0,1.7857142857142858,25
"dfs_length_4_miconic_ps1-3-err-rate-0-1.yaml","miconic/ps1-3-err-rate-0-1",4,1,"depart,(lift-at ?f),precPos,-1","0.0 hours = 0.0 minutes = 0.35 seconds","",True,4,"depart,(lift-at ?f),precPos,-1",1,0,1,0,1,5,3,3,15,0,4,2,2,10,0,1,1,0.8,4,1,1,1,1,5,0,0,0,0,0,0,1,0,0.2,1,0,1,0,0.2,1,0,1,1,0.8,4
